title,relevant_sentence,label
Überschreitung Bristen via Etzlital,"Material: Ein 30-Meter-Seil reicht gut, sollte man sichern wollen. | ZS- | III",positiv
Salbit - W-Grat,Dort ist die Schlüsselstelle (gut mit Bh gesichert). | VI,positiv
Ammertespitz (2613m),"Dank des guten Ausbaus allerdings erstaunlicherweise nie schwierig oder heikel, einzig stellenweise etwas ausgesetzt (T4). | T4",positiv
"Il Nes (2950 m), Corn Chamuotsch (3016 m) & Corn Suvretta (3071 m).",Nachher ging es einfacher zum Gipfel des Corn Chamuotsch (T3). | T4+,positiv
Überschreitung Ober Gabelhorn und Zinalrothorn,"Der Weg führt über eine steile Felswand, die bestens mit Ketten gesichert ist. | T5 | S | V",positiv
Piz Tumpiv 3101 müM,Der Weg dorthin ist steil aber mit T3 gut machbar. | T5- | WS | II,positiv
"Fridlispitz, Riseten & Wageten Westgrat",Bis zum Stahlseilgesicherten Felsaufsprung ist das Pfädli gut auffindbar. | T4+ | IV,positiv
Von Flüelen auf den Rophaien,Wirklich ausgesetzt ist es aber nirgends. | T4,positiv
Schächentaler Windgällen via Balmer Grätli,"Der Aufstieg zum Gipfel ist durchgehend markiert und an einigen Stellen gesichert (Stahlseile/Ketten, Eisenstangen, Borhaken). | T5+ | II",positiv
Fleckistock - der Dom von Uri,Die Ausgesetztheit ist jedoch nie wirklich gross und die Wegfindung logisch. | WS | II,positiv
"Rossbodenstock 2.836m, bzw. Gipfelrunde um die Rheinquelle","An den engen und steilen Stellen ist etwas Vorsicht geboten, aber überwiegend T3. | T3+",positiv
"Rotgrätli, 3.012m, und Wissgrätli, 2.865m",mir interessant und am einfachsten: | T3+,positiv
Einmal auf den höchsten Berg - Pizzo Centrale,"Das ist Plattenkraxeln, ein WS.Auf dem Hauptgipfel sieht man, dass dieser den Namen Centrale verdient: | T4 | WS | L",positiv
Madrisahorn (2826 m) durch die Nordflanke,Was ich erst dort sah: Das  Schneetälli wäre vom Sattel östlich von P. 2721 weit einfacher erreichbar gewesen. | T5 | I | L,positiv
"Piz Forbesch 3261,8m",Der Rest der Umgehung war nun einfach. | T5+ | WS | II,positiv
Fleckistock - der Dom von Uri,"Der Grat selbst bietet eigentlich genüssliche Kraxelei bis II+, allerdings ist in den (wenigen) brüchigen Stellen etwas Vorsicht geboten. | WS | II",positiv
Chanzelgrat 2444m (und etwas mehr ).,Es folgen noch 2 weitere Hacken bis zur nächsten Abseilstelle. | T4 | III,positiv
Tierbergli-Klettersteig,Bei den wenigen etwas schwierigeren Stellen lege ich mein Hauptaugenmerk auf den vom Gletscher glatt geschliffenen Fels. | T4 | K4,positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Der Abstieg zum Passo Soreda war dann ein «Kinderspiel»  T3.Danach auf dem weiss-roten Wanderweg runter ins Läntatal, der zum Schluss steil runterführt. | T5+ | II",positiv
Gross Düssi über Schattig Düssi und Abstieg via Südgrat,"Ein leicht ausgesetzter Grat aber unschwierig, jedoch schon und nur leider viiiiiiiel zu kurz! | T4 | WS | II",positiv
Ammertespitz (2613m),Bis zur Mittelstation der Seilbahn bei Bergläger lässt sich auf der Strasse schnell und bequem aufsteigen und auch gut Laufen. | T4,positiv
Lochberg (3074m),"Im unteren Teil sind es einfache Kraxelstellen, die auch umgangen werden können. | WS",positiv
Schildflue (2887 m) - Rundwanderung ab Schlappin,"Das ist zwar streckenweise Schutt, aber weit einfacher zu gehen. | T5+ | WS | II | WS",positiv
2 Suonen bei Crans-Montana,"Technisch problemlos, und da entlang der Suone naturgemäss keine grossen Gefälle sind ist der gesamte Weg bis Icogne ein Genusswandern (wobei man schwindelfrei sein sollte: teilweise schmaler Weg, zur Seite geht es häufig recht abwärts; | T3",positiv
"Rotgrätli, 3.012m, und Wissgrätli, 2.865m","Es bleibt bei leichtem Handeinsatz mit Kraxelei und T 3 bis T3+.Oben quert man die Hochebene zum schön gelegenen ""Berg-Seeli"" bei 2.875m. | T3+",positiv
Den Bodensee fest im Blick: von Rorschacherberg über den Fünfländerblick nach Heiden,"Wir gelangen nach Unterbilchen, von wo aus der Weg steil nach Egg ansteigt. | T2",positiv
Hochtour Gross Ruchen,Ganz oben hat es dann sogar noch Ketten ehe man den kurzen Gipfelgrat erreicht. | WS | II,positiv
Vom Barrhorn bis Bishorn,Wirklich nicht schwierig. | T4+,positiv
"Burgerrain, Bräntlirain & Schwängiflüeli",Über den einfachen Grat erreicht man danach die Aussichtskanzel vomSchwengiflüeli. | T5 | II | K2 | L,positiv
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Abstieg WellenkuppeSteiler als erwartet gehts runter und wir seilen 1-2 Seillängen ab. | ZS+,positiv
Tour de Schafberg,alle Stände sind mit einem grösseren Haken eingerichtet. | 4+,positiv
Fanellhorn Westgrat Überschreitung,"normalwegGuraletschsee bis FanellgrätlilückeUnbeabsichtigt rechts statt links gegangen durch dies aber einen hübschen T4 gefunden, kurze Stellen Klettern I.Fanellgrätlilücke bis FanellhornNormaler | T5 | II",positiv
Piz Mez (2717 m) - Bike & Hike ab Savognin,Auf 2200 m ü. M. ist es recht steil aber meistens gut gestuft (T3+). | T3+ | L,positiv
"Krönten Ost - eine phänomenale, lange Gratüberschreitung",Unschwierig dann auf den Hauptgipfel. | T6 | III,positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Richtung Bocchetta di Forneebis zum Seeli P. 2666 ohne sonderliche Schwierigkeiten, ausser dass er steil ist, aber gut zu begehen. | T5+ | II",positiv
Piz Bial (3060 m) - Bike & Hike ab Samedan,"Die Schwierigkeit liegt meistens bei T3, nur beim Ausstieg aufs Plateau auf knapp 3000 m ü. M. wird T4 erreicht. | T4 | L",positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Der lange und zum Teil recht anspruchsvolle Aufstieg zumPiz Cassimoidürfte nicht nur uns überrascht haben, die heiklen ausgesetzten Stellen sind aber bestens gesichert. | T5+ | II",positiv
Grassen,"Der Übergang vom Eis in den Fels ist aktuell problemlos zu machen und die 20m Kletterei mit Steigeisen meistern alle tadellos (L, 1h15min).Vom Stössensattel auf den Grassen folgen wir erst über den Felsgrat und später wechseln sich Felsen und Stein ab (L, 1h30min).Für den Abstieg folgen wir der Aufstiegspur, steigen aber vor dem Stössensattel über das steile Schnee ab (L, 3h).Die Zeiten verstehen sich inklusive aller Trink-, Foto- und ""Umkleide""-Pausen, aber ohne die lange Mittagspause. | T4 | L",positiv
2 Suonen bei Crans-Montana,"Der Weg ist sehr gut ausgebaut, mit massiven Geländern talseitig abgesichert, unterwegs eine Hängebrücke, entsprechend nicht gerade einsam. | T3",positiv
Tschinglenrunde mit Abkürzung Il Vonn,Der Weg war in einwandfreien Zustand. | T4,positiv
Zwei kleine Krümelchen gefällig...?,"Deren SSW-Grat ist zwar brüchig und ausgesetzt, aber gut gestuft, und so liess der Gipfel nicht lange auf sich warten. | T6 | WS | III",negativ
Zwei kleine Krümelchen gefällig...?,"Ich machte nochmals Stand, konnte im folgenden, ebenfalls etwas brüchigen Kamin, der sich aber im Unterschied zum ersten gut erklettern liess, jedoch keine Zwischensicherungen anbringen. | T6 | WS | III",negativ
Zwei kleine Krümelchen gefällig...?,"Bereits im Seil hinaus hängend konnte ich erkennen, dass es bis zum Fuss der Felsen reicht, und wie durch ein Wunder landete ich nach 25 senkrechten Freiluftmetern schliesslich exakt auf der steilen Grasrampe NW der ""pointe faible"" unter dem Stand, wo ich letztes Mal umgedreht war. | T6 | WS | III",negativ
Fiescheralp - Konkordiahütte SAC - Fiescheralp (2 Tagestour),Schwindelfreiheit und Trittsicherheit sind hier Pflicht. | T4- | L,negativ
Fiescheralp - Konkordiahütte SAC - Fiescheralp (2 Tagestour),"Diese ist im Prinzip nicht schwer zu begehen, dennoch sollte man auch hier Schwindelfrei sein, da es sehr steil herab geht und die Treppe als solche ich Fels verbaut ist (Tiefblick). | T4- | L",negativ
Eggishorn & Strahlhorn,Spätestens dietiefste Scharteetwa auf halber Strecke zwischen Strahlhorn und P. 3050 ist dann richtigausgesetzt. | T5-,negativ
Tellispitza (Hauptgipfel),"Dort steht über den Hauptgipfel nur, dass man vom Sattel einen Grataufschwung links über Geröll umgehe, und dann brüchige Felsen in heikler Kraxelei zum höchsten Punkt führen. | T6",negativ
Tellispitza (Hauptgipfel),"Also noch einmal das schöne Spiel, wieder in die SW-Flanke, es wird zusehends exponierter, und das T6 aus der Archivroute scheint nun angebracht. | T6",negativ
Tellispitza (Hauptgipfel),"Um aber dorthin zu kommen, muss ich sehr ausgesetzt in äusserst brüchigen Felsen traversieren – wohl die Schlüsselstelle der Tour, und jetzt ist mir auch klar, was mit der «heiklen Kraxelei» gemeint war. | T6",negativ
Tellispitza (Hauptgipfel),"Die Bewertung T6 ist sicher angebracht, angesichts der exponierten und brüchigen Felsen in der Flanke. | T6",negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Einmal löst eine Seilschaft ein kleine Lawine aus und wir müssen uns richtig in Deckung bringen. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Gewisse Abschnitte sind sehr ausgesetzt und verlangen nochmals höchste Konzentration und etwas Mut. | T5 | S | V,negativ
Schinhorn 3796 m - Westnordwestgrat,"Es kommt ein Aufschwung nach dem anderen, alle verdammt brüchig, und immer ist der nächste noch ein bisschen schwieriger als der vorige. | S- | IV",negativ
Schinhorn 3796 m - Westnordwestgrat,"Über die sehr ausgesetzte, zackige Gratschneide erreichten wir dann den höchsten Punkt, der nur mit einer alten, vermodernden Holzstange gekennzeichnet ist. | S- | IV",negativ
Gipfelrunde oberhalb der Bordierhütte,"Das Surren am Gipfel und die auffrechten Häärchen an den Armen waren sehr eindeutige Signale, den ausgesetzten Berg schnellstens zu verlassen. | ZS | III",negativ
Gipfelrunde oberhalb der Bordierhütte,"Während Ben eine knackige plattige Stelle aufgrund seiner Größenvorteile ohne Seil bewältigte, war ich auf die Hilfe des Seiles angewiesen. | ZS | III",negativ
Berisal - Bortelhütten - Rosswald,Es hat mehrere Felsstufen die teilweise schon steil sind und recht ausgesetzt. | T3,negativ
Grand Muveran (3051 m),"Brüchig und ausgesetzt soll er sein, das sonst eher tief bewertende Tourenportal camptocamp platziert sogar eine Kletterstelle III- auf dem Normalweg und die Wegbeschreibung auf Gipfelbuch.ch liesst sich dramatisch: | T5 | II",negativ
Grand Muveran (3051 m),"Nunja, meiner Meinung nach ist der Berg nicht so schrecklich, die Felsbänder sind zwar ausgesetzt, aber ausreichend breit und Schutthaufen hab’ ich schon schlimmere erlebt. | T5 | II",negativ
Grand Muveran (3051 m),"Der Sporn wird über einen steilen Kamin (II+) erklommen, dies ist die schwierigste Kletterstelle der Tour. | T5 | II",negativ
Riffelhorn Ost-West-Überschreitung,"Man steigt daher wenige Meter nordseitig ab und findet ein ausgesetztes Band, auf welchem man den Aufschwung nordseitig umgehen kann. | II",negativ
Riffelhorn Ost-West-Überschreitung,"Dieser wird über gute, aber wieder sehr speckige und exponierte Stufen und eine weitere, wenig steile Verschneidung erklettert. | II",negativ
Aussichtsreiche Tour zum Combin de Meitin 3626m,Um dahin zu gelangen gabs am letzen Gipfelkopf noch eine etwas schwierigere Abkletterstelle (ca. III). | T5+ | III,negativ
"Überschreitung Col de Bosson: Start in Evolene - Pointe de la Tsevalire, 3025 - Grattour nach Vercor","Zum teil weglos, in sehr steilem und losem ""Schiefer""-Gelände, wo Trittsicherheit und Schwindelfreiheit notwendig sind. | T3+",negativ
Dufourspitze (4634 m),"Nach dem ersten Felsteil kommt ein ca. 40° steiles Firnfeld, dank der guten Zickzackspur kein Problem, sonst wäre das für mich definitiv die Schlüsselstelle gewesen, da es mehr ausgesetzt ist, als der Firngrat am Anfang. | ZS- | II",negativ
Bergtour ab Fiescheralp zum Strahlhorn und Strahlgrat (Gipfelkreuz + Strahlgrat Premiere bei hikr),"Wenig schwierig, aber teils recht ausgesetzt geht es in eine nicht viel tiefer gelegene Scharte hinab. | T5+ | WS | II",negativ
Bietschhorn-Überschreitung,Der Abstieg vom Gipfel erfolgt zunächst über den schmalen und teils ausgesetzten Nordgrat bis hinunter zum Baltschiederjoch. | T4 | S | IV,negativ
Rien à pleurer...,"Beim ausgesetzten und kaum Halt bietenden Einstiegsband war ich froh um die Bohrhaken, nach der gutgriffigen 2. SL, die auch schon ungesichert gut zu machen gewesen wäre, packte ich die Reepschnur aber wieder ein, indem die 3. SL und der Ausstieg sicher seilfrei zu bewältigen waren. | T3 | WS+ | II",negativ
Rien à pleurer...,"Steinmännern folgend schlängelte ich mich mit mulmigem Gefühl durch die brüchige und rutschige Flanke hinunter, bevor ich fast zuunterst doch noch die Reepschnur auspackte, um wenigstens halbwegs gesichert über eine ausgesetzte Stufe abklettern zu können. | T3 | WS+ | II",negativ
Le Génépi (Hauptgipfel),"Der Kamin mit dem Klemmblock (R.204b) ist offensichtlich, scheint mir aber etwas zu schwierig für solo und mit Trekkingschuhen – das wäre eine schöne Touristenattraktion, wenn ich da in den «Seich» geraten würde. | T6 | II",negativ
Le Génépi (Hauptgipfel),"An der Kante rechts davon geht es etwas einfacher, aber sehr luftig und akrobatisch. | T6 | II",negativ
Le Génépi (Hauptgipfel),"Der Weg ist oft schmal, und ich nutze jede Gelegenheit zum Überholen. | T6 | II",negativ
"Bisse d'Ayent, eine der schönsten Suonen im Wallis...",Die Passage Les Folles ist nur für Schwindelfreie - es sind zur Sicherheit noch zusätzliche Seile fixiert. | T3,negativ
das spitze Hörnli = Spitzhörnli,"für ein angebliches ""leicht"" sind die Kletterpassage doch etwas anspruchsvoll. | T3 | WS+ | III | L",negativ
"Extrem-Suonenwandern: Manera- (Oberlauf), Kummera-, Thel-Brägjeri-, Tatz-Giesch-Suone","Stahlseile hat es nur an ganz wenigen Stellen, womit wir meist komplett ungesichert unterwegs sind. | T5+ | I",negativ
"Extrem-Suonenwandern: Manera- (Oberlauf), Kummera-, Thel-Brägjeri-, Tatz-Giesch-Suone",Etwas luftiger als zuvor | T5+ | I,negativ
Auf Naefs (Ab)wegen zum Unghür,Nun freute ich mich auf die «luftigen und schönen Kletterstellen» am SW-Grat. | T6 | II,negativ
Auf Naefs (Ab)wegen zum Unghür,Das ging so im Bereich II+ (luftig). | T6 | II,negativ
Auf Naefs (Ab)wegen zum Unghür,Der letzte Aufschwung schien mir dann aber solo bzw. ungesichert doch etwas zu happig; | T6 | II,negativ
Auf Naefs (Ab)wegen zum Unghür,"Ich fand eine Möglichkeit, auf schmalen Simsen unter dem Gipfelturm hindurch in ein kleines Couloir zu queren, das wenige Meter östlich des Gipfels endete. | T6 | II",negativ
Auf Naefs (Ab)wegen zum Unghür,"Man hat ja im wilden, unübersichtlichen Gelände oft das Gefühl, dass es irgendwo noch besser/angenehmer/einfacher gehen würde, wenn man wüsste wo. | T6 | II",negativ
Piz Segnas: Südwestflanke von Nagens aus,So schnell wird aus einem lässigen T4 eine gefühlte T5-Schlüsselstelle. | T4+,negativ
Piz Segnas: Südwestflanke von Nagens aus,SW- Flanke: theoretisch T4+ (gefühlt T5 am Grat wegen Wind; | T4+,negativ
Hinteres Plattenhorn (Südgipfel),Die letzten Meter am Grat zum Gipfel sind allerdings ziemlich knackig (III+? | T6 | II,negativ
Hinteres Plattenhorn (Südgipfel),"Ich versuche es, und es klappt – ein bisschen klettern muss man aber schon (um die II+). | T6 | II",negativ
Hinteres Plattenhorn (Südgipfel),"Leider ist der Fels am Grat ziemlich veränderlich – mal solide, so dass schon fast ein bisschen Kletterspass aufkommt, und dann nur wenige Meter später wieder grosse Blöcke an der Gratkante, die sich einfach verabschieden. | T6 | II",negativ
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Wer schwindelfrei, trittsicher und etwas klettern kann wird Gefallen daran finden. | T5+ | II",negativ
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Für Susanne war es mental sehr anspruchsvoll, da Sie noch fast keine T5 Erfahrungen gemacht hat und umso stolzer war Sie, als wir auf den Gipfel standen. | T5+ | II",negativ
"Piz Forbesch 3261,8m",T5+ mit Stellen von Felskletterei auf dem Grat bis II. | T5+ | WS | II,negativ
"Piz Forbesch 3261,8m",Eine schwierigere und mühsame Route (ZS) führt durch die Nordostwand. | T5+ | WS | II,negativ
"Piz Forbesch 3261,8m","Da dieser Punkt auf der Rückseite senkrecht abfällt muss er in steilem, brüchigem Geröllgelände nordseitig umgangen werden. | T5+ | WS | II",negativ
"Piz Forbesch 3261,8m",So kam ich in heikles Gelände und kletterte schliesslich in haltlosem T6-Gelände etwas 10m unterhalb P.3176m hinauf und kam so auf die richtige Route. | T5+ | WS | II,negativ
"Piz Forbesch 3261,8m",Auf halber Höhe befindet sich ein Felsturm der links südseitig etwas ausgesetzt umgangen werden kann. | T5+ | WS | II,negativ
"Piz Forbesch 3261,8m","Kur vor dem Gipfel ist eine Felsstufe (II) etwas luftig abzuklettern, dank festem Fels und guten Tritten gefiel mir die Stelle besonders gut. | T5+ | WS | II",negativ
Piz Spadlatscha (2871 m) - Bike & Hike ab Filisur,Dort sind die plattigen Felsen wirklich recht steil. | T5 | II | WS,negativ
Schildflue 2887 m,"Durch den Riss kletternd, oben mit Steinmann auf den Gipfelkamm über ein paar Blockfelsen zum Gipfelsteinmann2 ¼ Std. T4 (Riss T5 II) | T4",negativ
Piz Starlera 2735m und Piz Grisch 3060m,"Die Schlüsselstelle mit etwas heikler Kraxelei im Abstieg war dann auf der Normalroute die Felsstufe in den Geröllkessel Pariel, danach war die Besteigung über den Südgrat zum Westgipfel und der Übergang zum Hauptgipfel reinster Genuss. | T5 | WS- | I",negativ
Piz Starlera 2735m und Piz Grisch 3060m,"Konzentriert überwand ich die Stelle, danach war der Aufstieg einfach und reinster Genuss. | T5 | WS- | I",negativ
Schuttorgie am Täligrat (3042 m) im Avers,"Technisch keine grosse Sache, aber es ist sehr schuttig und das Gestein wirklich extrem brüchig. | T4+",negativ
Schuttallergie im Nationalpark,"Danach ging es an einer Seilgesichterten Stelle, an welcher das Seil auf den ersten Metern abdrängen und somit hinterlich. | T4",negativ
Westgrat 2980 m Piz Viluoch,"Wem ausgesetzte Turnübungen auf dem scharfen Grat nichts ausmachen oder sich gerne in abschüssigen, glattplattigen Flanken bewegt, der ist auf diesem Westgrat gut bedient. | T5 | I",negativ
Westgrat 2980 m Piz Viluoch,Es gibt nur wenige Berge bei denen ich mich in der Tourplanung und vom Schwierigkeitsgrad her so vertan habe wie hier. | T5 | I,negativ
Westgrat 2980 m Piz Viluoch,"Rückblickend wäre wohl der Aufstieg wie ihnAlbert Gaussvom Gipfelbuch.ch als Abstieg gewählt hat die noch einfachste Aufstiegsmöglichkeit, wohl mit Steigeisen in den steilen abschüssigen Wiesenhängen der Südostflanke. | T5 | I",negativ
Westgrat 2980 m Piz Viluoch,Der letzte Eintrag im Hikr vom Winter hat ja auch schon von einer Erhöhung des Schwierigkeitsgrades geschrieben. | T5 | I,negativ
Piz Laviner / Piz Jenatsch,Allerdings ist er schon luftiger als der Laviner Westgrat und es hat auch ein zwei ausgesetzte Stellen. | T5 | II,negativ
Piz Laviner / Piz Jenatsch,"Aber alles in allem ist er gut gestuft, geprüft werden müssen die Griffe schon, da der Berg etwas brüchig ist. | T5 | II",negativ
Piz Laviner / Piz Jenatsch,"3001 m – Piz JenatschDem Grat folgend, im unteren Teil ist er teilweise rutschig und teilweise sehr scharf, daher auch luftig. | T5 | II",negativ
Piz Laviner / Piz Jenatsch,"Die Felsqualität ist im unteren Bereich sehr brüchig daher etwas mühsam, da jeder Handgriff geprüft werden muss. | T5 | II",negativ
Piz Laviner / Piz Jenatsch,"Zwei luftige Stellen und eine davon auch ausgesetzt sind zu überwinden, mit soliden Griffen war das für mich gut machbar. | T5 | II",negativ
Piz Vadret 3199 m / Piz da las Sterlas 3176 m,Ganz oben wird der Grat noch etwas luftiger bis das flache und geräumige Gipfelplateau erreicht | T4,negativ
Gipfeltour um S-charl,"Der Schotterweg ist relativ steil und anstrengend.1 Std. T1Alp Sesvenna 2098 m – Lajet da Lischana 2855 mWeiss/Blau/Weiss markierter Bergwanderweg steil, teilweise mit Ketten gesichert, der technisch anspruchsvollste Teil der Route",negativ
Schildflue (2887 m) - Rundwanderung ab Schlappin,"Wo es steiler wurde, hielt ich mich weit rechts (westlich) und kam dann schnell in T5+-Gelände. | T5+ | WS | II | WS",negativ
Schildflue (2887 m) - Rundwanderung ab Schlappin,"Man steigt recht exponiert auf der Fergenseite soweit ab, dass man die dortigen Steilstufen umgehen kann. | T5+ | WS | II | WS",negativ
Piz Tumpiv 3101 müM,"Empfehlenswert sind Steigeisen und evtl. Pickel denn je höher man stieg, je steiler wurde das Gelände. | T5- | WS | II",negativ
6 Hörner um Juf,"Am Grat hat es ca. 3 Stellen wo es etwas luftig wird und T4 schon zutrifft, ansonsten verläuft die Tour im T3.Route: | T4",negativ
6 Hörner um Juf,"das Juferhorn verlassend, der Grat wird relativ scharf, ganz unten ist er auch schmal, also luftig. | T4",negativ
6 Hörner um Juf,"Wengahorn 2848 mHier wird es nochmals steil und zum teil scharf auf dem Grat, teilweise führen die Wegspuren in die Westflanke, ostseitig geht’s ordentlich runterca ½ | T4",negativ
6 Hörner um Juf,"Durch Wiesen immer tiefer, immer zwischen die beiden Bach-Täler zuhaltend direkt nach Juf runter1 Std. T3Fazit: Eine sehr schöne und lohnende Grattour in meist technisch einfachen Verhältnissen, wer mit dem luftigen Gratabschnitt am Juferhorn Mühe hat, kann diesen auch in der Nordflanke vom Juferhorn umgehen, dieser ist jedoch sehr schuttig. | T4",negativ
Piz da la Margna 3158 m,"Zwei Stellen sind mit Ketten gesichert, da diese ausgesetzt sind. | T4",negativ
Alperschällihorn und Pizzas d‘Anarosa,"Westflanke /-rinne zwar wild, steil und sehr schuttig aber nicht wirklich schwierig (T6) und gestern waren für 15m Schnee in der Rinne die Steigeisen noch unabdingbar. | T6",negativ
Flüela Wisshorn - über die Platte,"Die Flankenquerungen sind geröllig, aber teilweise gepfadet, im Gegenzug sind die Kraxeleien am Grat teils etwas instabil. | T5 | II",negativ
Flüela Wisshorn - über die Platte,"Nach rechts sieht das Gelände zwar theoretisch ""irgendwie"" gangbar, aber absolut uneinladend aus - brüchig, steil, mistig. | T5 | II",negativ
Flüela Wisshorn - über die Platte,Die Querung nach links ist schoneindrucksvoll und ausgesetzt. | T5 | II,negativ
Flüela Wisshorn - über die Platte,1 Stelle T5 / II; | T5 | II,negativ
Piz Ajüz vice versa,"Abstieg ist anhaltend ausgesetzt, aber fast ohne kraxeln machbar. | T5+",negativ
Signina - Piz Fess und Co.,"Der Grat wird aber bald sehr brüchig und steil, so dass ich links durch eine Geröllrunse (einfach aber im rutschigen Schiefer) eine kleine Einsattelung erreiche. | T6 | III",negativ
Signina - Piz Fess und Co.,Aufgrund der brüchigen Felsqualität werte ich die Tour dennoch als T6.Piz Fess (Chli Fess und Böser Fess)Ohne Schwierigkeiten gelange ich heute als erster auf den Chli Fess. | T6 | III,negativ
Signina - Piz Fess und Co.,"Der Wiederaufstieg entlang den Fixseilen gelingt freikletternd, wobei diese eine Stufe nicht ganz ohne ist. | T6 | III",negativ
Signina - Piz Fess und Co.,"Den Vorgipfel umgehe ich links und klettere dann über den Grat, wobei kurz vor dem Gipfel ein Spalt im Grat kommt, welcher nicht ganz einfach zu überklettern ist. | T6 | III",negativ
Fanellhorn Westgrat Überschreitung,"Schneefelder können gut abgerutscht werden, teilweise relativ steil und vorallem an den Rändern des Bachbeets recht rutschig. | T5 | II",negativ
St. Antönien - Klosters (Madrisahorn),Diese sind teils ausgesetzt und die schwierigeren Passagen sind jeweils bergab. | T5 | II,negativ
St. Antönien - Klosters (Madrisahorn),"Nach einigen Metern haben wir aber eine Rinne erreicht, bei der wir uns sehr ausgesetzt und mit schlechten Griffen und besonders Tritten hätten hochhieven müssen. | T5 | II",negativ
St. Antönien - Klosters (Madrisahorn),Wir raten von dieser Stelle ab und empfehlen die Wand auf Bild 8 zu erklettern. | T5 | II,negativ
St. Antönien - Klosters (Madrisahorn),"Wir sind etwas unsicher bei der Beurteilung, vielleicht ist es auch leicht mehr als ein II. Es ist nicht besonders ausgesetzt. | T5 | II",negativ
Fuorcla Val Sassa,Nur der ganz oberste Teil ist exponiert. | T5-,negativ
Fuorcla Val Sassa,"Kurz nach dem Pass steigt man auf exponiertem und steilem Gerölfeld ab, welches sich verändern kann. | T5-",negativ
Fuorcla Val Sassa,Weiter unten nach den Seilen gilt es ein abschüssiges Schneefeld zu meistern  und der Weg ist unklar und sehr exponiert. | T5-,negativ
Gesamter SO-Grat zum Piz Linard,Wir hatten alles gesichert und liefen meist am laufenden Seil. | T6 | ZS- | III,negativ
Gesamter SO-Grat zum Piz Linard,"Wir sicherten alles mit Friends und Schlingen, überwiegend am laufenden Seil. | T6 | ZS- | III",negativ
Gesamter SO-Grat zum Piz Linard,"Viele Stellen sind sehr luftig, aber auch eindrücklich. | T6 | ZS- | III",negativ
Gesamter SO-Grat zum Piz Linard,Steigeisen und Pickel von Vorteil. | T6 | ZS- | III,negativ
Calanda Überschreitung (Pfäfers - Tamins),Zum Rossfallenspitz folgen wir (nicht ganz von Beginn) dem luftigen Grat. | T5 | III,negativ
Calanda Überschreitung (Pfäfers - Tamins),"Die Abkletterstelle in die Luggen ist luftig, geht aber für uns problemlos. | T5 | III",negativ
Calanda Überschreitung (Pfäfers - Tamins),Wir folgen aber kurz dem Grätchen linkshaltend und queren dann in die Flanke und klettern seilfrei bis in den Sattel (die Reepschnur bleibt im Rucksack). | T5 | III,negativ
Calanda Überschreitung (Pfäfers - Tamins),Bis zum Gipfel folgen keine Probleme mehr und der Gipfelaufschwung selber bietet nochmals etwas Kletterei und das letzte luftige Grätchen ist richtig schön. | T5 | III,negativ
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand",Ab dort wird der Grat steiler und ausgesetzter. | T6 | II,negativ
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand","Ich bin meist hart an der Gratkante geblieben, und nur dort wo die Platten zu steil und unstrukturiert waren etwas links oder rechts davon ausgewichen (bis II). | T6 | II",negativ
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand","Dann nochmals Gehgelände, und nach einer letzten plattigen, luftigen Stelle (I-II) kurz vor dem Gipfel in wenigen Schritten auf den selbigen. | T6 | II",negativ
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand","Doch ich finde immer wieder zwar sehr steile und ausgesetzte, aber gut gestufte Grasbänder, zum Teil etwas in die WSW-Flanke ausweichend, auf denen ich einigermassen gesittet Höhe abbauen kann. | T6 | II",negativ
"Il Nes (2950 m), Corn Chamuotsch (3016 m) & Corn Suvretta (3071 m).",Ich wollte das westliche Couloir durchsteigen und hatte Steigeisen und Pickel dabei. | T4+,negativ
"Il Nes (2950 m), Corn Chamuotsch (3016 m) & Corn Suvretta (3071 m).",Einen Aufstieg ohne Altschnee in der bis zu 40° steilen Geröllhalde wollte ich doch nicht machen. | T4+,negativ
"Piz Bernina (4048 m), Biancograt","Allerdings sind die Anforderungen nicht ganz ohne: 1500 Höhenmeter Aufstieg, steile Firnpassagen, ausgesetzte Grate und nicht ganz triviale Felskletterei im Gipfelbereich. | ZS | III",negativ
"Piz Bernina (4048 m), Biancograt","Es folgte der schwierigste Abschnitt, die Kletterei Richtung Gipfel, unterbrochen von zwei Abseilstellen. | ZS | III",negativ
"Piz Bernina (4048 m), Biancograt","Der Abstieg erfolgte wie üblich über den Spallagrat, der zwar nicht schwierig, aber sehr ausgesetzt ist und daher noch einmal Konzentration erfordert. | ZS | III",negativ
